event_id,template_id,customer_id,channel,message,order_id,account_tier,created_at,sla_due_at,intent,sentiment,priority,expected_policy,expected_action,reviewed_by
evt_00597,tracking_request:13,cust_0635,phone,"Good morning, looking for an update on where the standing desk has got to. Please advise. Please let me know.",ord_94993,free,2026-04-22T12:30:00+00:00,2026-04-24T12:30:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00598,refund_request:07,cust_0398,phone,Hey - the delivery of the replacement charger was fine but I changed my mind and want a refund. Please advise. Appreciate it.,ord_68882,enterprise,2026-04-28T02:36:00+00:00,2026-04-29T02:36:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_00599,general_question:10,cust_0706,email,"Hey - what is the difference between order 88214 and the newer version, whenever you get a chance. Thanks.",ord_56103,free,2026-05-04T02:22:00+00:00,2026-05-06T01:22:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00600,ambiguous:03,cust_0163,email,"Hi, still waiting on the standing desk and still nobody has explained why. This has been a frustrating experience. Regards.",ord_54062,enterprise,2026-04-17T12:14:00+00:00,2026-04-18T14:14:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00601,complaint:09,cust_0881,email,"Hello, no one has taken ownership of teh problem with the kitchen scale. This has been a frustrating experience. Appreciate it.",ord_40537,standard,2026-04-24T13:56:00+00:00,2026-04-25T22:56:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00602,general_question:04,cust_0733,chat,"Hi, how do I add order 40917 to an existing order. Please advise. Appreciate it.",ord_33895,free,2026-04-25T16:21:00+00:00,2026-04-26T22:21:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00603,complaint:02,cust_0451,phone,"Hi, I have wasted hours on the replacement charger with no resolution. Please advise. Appreciate it.",ord_24903,free,2026-05-05T02:42:00+00:00,2026-05-05T11:42:00+00:00,complaint,positive,normal,escalate,create_ticket,synthetic_generator
evt_00604,delivery_issue:12,cust_0568,email,"Good morning, the estimated date for order 40917 has passed with no update, whenever you get a chance. Regards.",ord_79181,standard,2026-04-29T22:53:00+00:00,2026-05-01T09:53:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_00605,complaint:00,cust_0421,social,"Good morning, this is the third time I have written about teh kitchen scale and nobody replies, and I am not happy about how long it has taken. Thanks.",ord_64270,enterprise,2026-04-21T06:09:00+00:00,2026-04-23T14:09:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00606,general_question:00,cust_0067,email,Hey - what is the warranty period on my monthly plan. Please let me know.,ord_44922,free,2026-04-17T04:01:00+00:00,2026-04-18T21:01:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00607,delivery_issue:03,cust_0141,chat,"Hello, courier marked order 88214 as attempted but nobody came. At this point I have run out of patience. Regards.",ord_34785,standard,2026-05-05T08:08:00+00:00,2026-05-07T04:08:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_00608,complaint:05,cust_0136,email,"Good morning, I am extremely let down by how the kitchen scale was managed. I have had to chase this repeatedly.",ord_48078,free,2026-04-13T00:00:00+00:00,2026-04-14T00:00:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00609,tracking_request:10,cust_0724,social,"Good morning, just checking in on the progress of the blue headphones, and I am not happy about how long it has taken. Regards.",ord_37410,free,2026-04-21T07:50:00+00:00,2026-04-21T08:50:00+00:00,tracking_request,negative,high,escalate,create_ticket,synthetic_generator
evt_00610,general_question:03,cust_0133,email,"Good morning, is the annual subscription covered by your returns window, whenever you get a chance.",ord_58124,enterprise,2026-04-29T12:17:00+00:00,2026-04-30T10:17:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00611,general_question:03,cust_0817,email,"Hello, is my monthly plan covered by your returns window, whenever you get a chance.",ord_97155,free,2026-04-22T10:05:00+00:00,2026-04-22T15:05:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00612,general_question:07,cust_0384,email,Hey - Quick question - is there a student discount available on the annual subscription. Appreciate it.,ord_57424,standard,2026-05-03T20:15:00+00:00,2026-05-04T19:15:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00613,delivery_issue:03,cust_0643,chat,courier marked the kitchen scale as attempted but nobody came. This has been a frustrating experience. Please let me know.,ord_32886,free,2026-05-03T16:30:00+00:00,2026-05-03T21:30:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_00614,delivery_issue:01,cust_0687,chat,"Hi, This is disappointing - the parcel with the wireless keyboard is running behind schedule. Regards.",ord_48082,standard,2026-04-23T22:31:00+00:00,2026-04-24T03:31:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_00615,complaint:05,cust_0788,chat,"Hi, I am extremely let down by how my monthly plan was managed, and I am not happy about how long it has taken. Regards.",ord_38927,standard,2026-04-19T14:51:00+00:00,2026-04-21T09:51:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00616,complaint:05,cust_0820,email,"Hello, I am extremely let down by how the annual subscription was managed. This has been a frustrating experience. Appreciate it.",ord_62556,enterprise,2026-04-22T04:31:00+00:00,2026-04-22T20:31:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00617,ambiguous:05,cust_0673,social,"Hello, Quick question - this is teh second delivery of the running shoes you have got wrong. Thanks.",ord_99507,free,2026-04-27T18:13:00+00:00,2026-04-28T11:13:00+00:00,complaint,neutral,normal,escalate,create_ticket,synthetic_generator
evt_00618,complaint:04,cust_0551,social,This is disappointing - the handling of the running shoes has been unacceptable. Thanks.,ord_98780,free,2026-04-06T23:38:00+00:00,2026-04-08T04:38:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00619,general_question:04,cust_0627,email,Hey - how do I add order 88214 to an existing order. Please advise. Regards.,ord_70740,free,2026-04-30T04:47:00+00:00,2026-05-03T00:47:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00620,delivery_issue:13,cust_0357,email,"Hey - Hello, my order containing the running shoes appears to be lost in transit. Thanks. Regards.",ord_79249,free,2026-04-16T00:21:00+00:00,2026-04-17T18:21:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_00621,general_question:04,cust_0380,chat,"Hi, Hello, how do I add the kitchen scale to an existing order. Thanks. Appreciate it.",ord_17852,free,2026-04-19T20:34:00+00:00,2026-04-22T18:34:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00622,delivery_issue:12,cust_0528,chat,"Hi, Quick question - the estimated date for the standing desk has passed with no update. Regards.",ord_29362,free,2026-04-24T03:29:00+00:00,2026-04-25T11:29:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_00623,tracking_request:11,cust_0586,email,Hey - Quick question - how far along is the delivery of order 88214.,ord_44511,free,2026-04-13T10:31:00+00:00,2026-04-14T10:31:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00624,tracking_request:01,cust_0178,phone,Hey - Quick question - can I get a status update on the replacement charger.,ord_65088,standard,2026-04-26T18:07:00+00:00,2026-04-27T22:07:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00625,general_question:06,cust_0531,social,"Good morning, Hello, do you ship my monthly plan internationally. Thanks. Appreciate it.",ord_35236,standard,2026-05-02T05:02:00+00:00,2026-05-03T03:02:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00626,delivery_issue:10,cust_0586,phone,the tracking for the wireless keyboard has not moved in five days. At this point I have run out of patience.,ord_25327,standard,2026-04-20T03:08:00+00:00,2026-04-22T12:08:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_00627,delivery_issue:10,cust_0620,phone,"Hello, the tracking for my monthly plan has not moved in five days. Thanks. Please let me know.",ord_94408,free,2026-04-07T14:15:00+00:00,2026-04-08T22:15:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_00628,general_question:02,cust_0057,chat,can I change the delivery address for the standing desk. Regards.,ord_70396,standard,2026-04-22T02:40:00+00:00,2026-04-25T00:40:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00629,tracking_request:01,cust_0180,email,"Good morning, Thanks for teh help earlier - can I get a status update on teh running shoes. Regards.",ord_42519,standard,2026-04-18T21:40:00+00:00,2026-04-21T10:40:00+00:00,tracking_request,positive,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00630,refund_request:01,cust_0385,social,"Good morning, Hello, please reverse the charge on the annual subscription. Thanks. Please let me know.",ord_12997,enterprise,2026-04-19T19:07:00+00:00,2026-04-21T19:07:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_00631,delivery_issue:05,cust_0490,phone,it has been two weeks and the annual subscription has not reached me.,ord_59090,enterprise,2026-04-11T13:27:00+00:00,2026-04-13T13:27:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_00632,tracking_request:08,cust_0248,chat,Hey - when is teh annual subscription scheduled to arrive. Regards.,ord_20672,free,2026-05-04T01:25:00+00:00,2026-05-04T02:25:00+00:00,tracking_request,neutral,high,send_tracking_update,send_tracking_update,synthetic_generator
evt_00633,ambiguous:03,cust_0430,social,"Hello, still waiting on the blue headphones and still nobody has explained why, and I am not happy about how long it has taken. Appreciate it.",ord_72141,standard,2026-04-06T21:04:00+00:00,2026-04-07T22:04:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00634,tracking_request:12,cust_0524,chat,"Hello, can you confirm the expected date for order 40917. Please advise. Please let me know.",ord_82413,standard,2026-05-06T06:36:00+00:00,2026-05-08T22:36:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00635,delivery_issue:02,cust_0582,chat,"Hey - order 88214 was meant to arrive on Tuesday and it is still not here, whenever you get a chance. Thanks.",ord_73363,enterprise,2026-04-13T10:15:00+00:00,2026-04-13T23:15:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_00636,tracking_request:04,cust_0184,chat,"Hello, please share the shipment progress for the kitchen scale. No rush at all, you have been helpful. Please let me know.",ord_52837,enterprise,2026-05-05T19:16:00+00:00,2026-05-06T04:16:00+00:00,tracking_request,positive,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00637,general_question:02,cust_0433,social,"Hi, Hi there, can I change the delivery address for the annual subscription.",ord_93718,free,2026-04-24T20:06:00+00:00,2026-04-26T06:06:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00638,complaint:12,cust_0245,phone,"Hi, I keep being promised callbacks about oder 88214 that never happen. At this point I have run out of patience. Thanks.",ord_82090,standard,2026-05-03T03:54:00+00:00,2026-05-05T05:54:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00639,delivery_issue:06,cust_0423,chat,"Good morning, Quick question - the the standing desk order missed its promised window. Please let me know.",ord_97076,free,2026-04-18T20:04:00+00:00,2026-04-20T09:04:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_00640,general_question:10,cust_0496,phone,"Hey - what is the difference between the wireless keyboard and the newer version, whenever you get a chance. Appreciate it.",ord_15715,standard,2026-04-07T23:21:00+00:00,2026-04-10T14:21:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00641,complaint:12,cust_0192,social,I keep being promised callbacks about order 88214 that never happen. At this point I have run out of patience. Thanks.,ord_98229,standard,2026-05-06T02:50:00+00:00,2026-05-09T00:50:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00642,general_question:10,cust_0258,social,"Hello, Hi there, what is the difference between the kitchen scale and the newer version. Thanks.",ord_99319,standard,2026-04-30T12:48:00+00:00,2026-05-01T00:48:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00643,refund_request:02,cust_0681,social,"Hello, can you send this my monthly plan back and return the payment. Appreciate it.",ord_32647,free,2026-05-05T02:48:00+00:00,2026-05-07T19:48:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_00644,delivery_issue:06,cust_0395,social,Quick question - the the replacement charger order missed its promised window. Regards.,ord_54722,enterprise,2026-04-13T02:50:00+00:00,2026-04-14T20:50:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_00645,complaint:13,cust_0052,phone,"Hello, I have lost confidence in how you handle things like the wireless keyboard. I have had to chase this repeatedly. Regards.",ord_37667,standard,2026-05-03T02:19:00+00:00,2026-05-04T06:19:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00646,ambiguous:02,cust_0650,social,"Honestly, no idea where the replacement charger is, can someone actually look into this. I expected better than this.",ord_18452,enterprise,2026-05-02T05:13:00+00:00,2026-05-04T08:13:00+00:00,tracking_request,negative,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00647,tracking_request:09,cust_0857,email,"Good morning, what does the courier say about the wireless keyboard at the moment. Your team has been great so far, thank you. Regards.",ord_43810,standard,2026-04-16T00:19:00+00:00,2026-04-18T23:19:00+00:00,tracking_request,positive,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00648,delivery_issue:00,cust_0271,social,my order 88214 still has not turned up. I have had to chase this repeatedly.,ord_59326,enterprise,2026-04-26T20:23:00+00:00,2026-04-27T23:23:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_00649,delivery_issue:01,cust_0729,social,"Hello, the parcel with the kitchen scale is running behind schedule. Thanks. Regards.",ord_44159,free,2026-04-17T22:03:00+00:00,2026-04-18T17:03:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_00650,general_question:03,cust_0105,chat,"Good morning, is order 88214 covered by your returns window. Really appreciate the quick responses previously. Regards.",ord_57735,free,2026-05-04T05:31:00+00:00,2026-05-05T22:31:00+00:00,general_question,positive,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00651,complaint:07,cust_0717,email,"Hey - Hi there, I have been passed between four agents about the wireless keyboard.",ord_47611,enterprise,2026-04-30T19:31:00+00:00,2026-05-03T05:31:00+00:00,complaint,neutral,normal,escalate,create_ticket,synthetic_generator
evt_00652,general_question:04,cust_0614,social,"Hey - how do I add the wireless keyboard to an existing order. Your team has been great so far, thank you. Please let me know.",ord_71939,free,2026-04-23T04:21:00+00:00,2026-04-23T15:21:00+00:00,general_question,positive,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00653,complaint:02,cust_0786,phone,"Good morning, I have wasted hours on the annual subscription with no resolution. I have had to chase this repeatedly. Please let me know.",ord_66242,standard,2026-04-11T06:37:00+00:00,2026-04-13T16:37:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00654,delivery_issue:13,cust_0397,email,"my order containing order 88214 appears to be lost in transit. No rush at all, you have been helpful.",ord_35891,free,2026-04-16T06:51:00+00:00,2026-04-18T18:51:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_00655,general_question:10,cust_0537,email,"Hi, Hi there, what is the difference between the blue headphones and the newer version. Regards.",ord_23033,standard,2026-04-06T22:08:00+00:00,2026-04-08T06:08:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00656,tracking_request:11,cust_0259,phone,"Hey - Hi there, how far along is the delivry of teh standing desk.",ord_35280,free,2026-05-02T16:08:00+00:00,2026-05-04T20:08:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00657,tracking_request:13,cust_0899,phone,looking for an update on where the wireless keyboard has got to. At this point I have run out of patience. Appreciate it.,ord_41597,free,2026-04-21T11:39:00+00:00,2026-04-23T09:39:00+00:00,tracking_request,negative,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00658,complaint:08,cust_0827,chat,"Hey - your process for order 88214 has cost me an entire afternoon, whenever you get a chance. Thanks.",ord_56507,standard,2026-05-05T06:35:00+00:00,2026-05-06T20:35:00+00:00,complaint,neutral,normal,escalate,create_ticket,synthetic_generator
evt_00659,delivery_issue:04,cust_0664,social,"Hi, shipment containing the annual subscription seems stuck at the depot, and I am not happy about how long it has taken.",ord_40973,free,2026-04-11T08:13:00+00:00,2026-04-11T22:13:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_00660,tracking_request:03,cust_0638,chat,"Hi, any news on when the standing desk will get here. Please advise. Thanks.",ord_87078,standard,2026-04-23T03:33:00+00:00,2026-04-24T04:33:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00661,complaint:07,cust_0459,social,"Good morning, I have been passed between four agents about order 88214. I have had to chase this repeatedly. Please let me know.",ord_17795,free,2026-04-07T16:31:00+00:00,2026-04-10T06:31:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00662,complaint:06,cust_0148,chat,"Hi, every person I speak to about my monthly plan tells me something different, which is really not good enough. Regards.",ord_21031,standard,2026-04-28T06:46:00+00:00,2026-04-29T12:46:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00663,tracking_request:02,cust_0113,phone,"Hello, what is teh current location of teh parcel with teh annual subscription. Thanks. Please let me know.",ord_49529,free,2026-04-26T16:57:00+00:00,2026-04-28T23:57:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00664,general_question:06,cust_0316,chat,"Hello, do you ship the wireless keyboard internationally, whenever you get a chance. Please let me know.",ord_34826,free,2026-04-10T08:39:00+00:00,2026-04-13T08:39:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00665,complaint:05,cust_0574,social,"Hello, I am extremely let down by how my monthly plan was managed. Thanks. Appreciate it.",ord_19696,free,2026-04-26T16:55:00+00:00,2026-04-28T23:55:00+00:00,complaint,neutral,normal,escalate,create_ticket,synthetic_generator
evt_00666,complaint:04,cust_0566,chat,"Good morning, Hi there, the handling of the blue headphones has been unacceptable. Appreciate it.",ord_37153,standard,2026-04-20T23:31:00+00:00,2026-04-23T16:31:00+00:00,complaint,neutral,normal,escalate,create_ticket,synthetic_generator
evt_00667,tracking_request:04,cust_0190,social,"Hey - Hi there, please share the shipment progress for the wireless keyboard. Thanks.",ord_84425,standard,2026-04-20T02:38:00+00:00,2026-04-21T20:38:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00668,delivery_issue:11,cust_0360,chat,"Hello, nobody has been able to deliver the running shoes yet, and I am not happy about how long it has taken. Please let me know.",ord_98739,free,2026-04-24T11:43:00+00:00,2026-04-26T04:43:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_00669,tracking_request:00,cust_0382,email,"Hi, where is my the standing desk right now, whenever you get a chance.",ord_38981,standard,2026-05-03T21:36:00+00:00,2026-05-04T19:36:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00670,tracking_request:01,cust_0386,phone,Hey - can I get a status update on the blue headphones. Appreciate it.,ord_93521,standard,2026-05-03T06:59:00+00:00,2026-05-05T05:59:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00671,delivery_issue:09,cust_0096,phone,"delivery of the annual subscription keeps getting rescheduled. Your team has been great so far, thank you. Regards.",ord_72988,standard,2026-04-28T19:49:00+00:00,2026-04-29T20:49:00+00:00,delivery_issue,positive,normal,offer_credit,apply_credit,synthetic_generator
evt_00672,complaint:12,cust_0233,social,"Hey - I keep being promised callbacks about the running shoes that never happen. No rush at all, you have been helpful. Thanks.",ord_56417,standard,2026-04-23T23:29:00+00:00,2026-04-26T02:29:00+00:00,complaint,positive,normal,escalate,create_ticket,synthetic_generator
evt_00673,ambiguous:06,cust_0472,email,"Hello, I have given up waiting for the replacement charger, just close it out for me. Thanks. Thanks.",ord_61643,standard,2026-05-01T14:32:00+00:00,2026-05-02T23:32:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_00674,general_question:08,cust_0453,phone,"Hello, how long does teh blue headphones usually take to arrive. pls let me know.",ord_91878,enterprise,2026-04-25T13:57:00+00:00,2026-04-26T20:57:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00675,refund_request:07,cust_0866,social,"Good morning, the delivery of the replacement charger was fine but I changed my mind and want a refund. Please let me know.",ord_90526,free,2026-04-28T12:47:00+00:00,2026-05-01T10:47:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_00676,ambiguous:03,cust_0856,phone,"Hey - Honestly, still waiting on the blue headphones and still nobody has explained why. I expected better than this. Regards.",ord_32099,standard,2026-04-19T20:22:00+00:00,2026-04-21T23:22:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00677,delivery_issue:08,cust_0384,social,"Honestly, order 40917 was returned to sender without anyone contacting me. I expected better than this. Please let me know.",ord_89972,standard,2026-04-14T06:24:00+00:00,2026-04-15T08:24:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_00678,complaint:07,cust_0526,social,"Good morning, This is disappointing - I have been passed between four agents about the replacement charger.",ord_33159,standard,2026-04-21T14:41:00+00:00,2026-04-23T15:41:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00679,tracking_request:07,cust_0566,social,"Hello, is there a reference number I can use to watch order 40917, which is really not good enough.",ord_25517,enterprise,2026-04-09T23:00:00+00:00,2026-04-10T14:00:00+00:00,tracking_request,negative,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00680,tracking_request:03,cust_0527,social,"Hello, Hello, any news on when the blue headphones will get here. Thanks.",ord_59312,free,2026-04-24T08:45:00+00:00,2026-04-26T13:45:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00681,complaint:03,cust_0445,phone,"Hi, nobody in your team seems to take the blue headphones seriously, and I am not happy about how long it has taken.",ord_81515,free,2026-04-09T08:39:00+00:00,2026-04-12T03:39:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00682,general_question:07,cust_0279,email,"Hi there, is there a student discount available on my monthly plan. Appreciate it.",ord_14827,free,2026-04-18T09:58:00+00:00,2026-04-19T16:58:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00683,delivery_issue:03,cust_0622,social,"Good morning, courier marked the replacement charger as attempted but nobody came. Please advise.",ord_54138,enterprise,2026-04-10T21:34:00+00:00,2026-04-12T02:34:00+00:00,delivery_issue,neutral,normal,offer_credit,apply_credit,synthetic_generator
evt_00684,refund_request:00,cust_0556,social,"Good morning, I would like my money back for my monthly plan. Appreciate it.",ord_73228,standard,2026-04-27T06:45:00+00:00,2026-04-27T10:45:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_00685,refund_request:02,cust_0799,phone,"Happy with the service overall, just can you send this the annual subscription back and return the payment. Please let me know.",ord_11107,standard,2026-04-21T11:26:00+00:00,2026-04-23T22:26:00+00:00,refund_request,positive,normal,refund_review,refund_review,synthetic_generator
evt_00686,ambiguous:01,cust_0663,chat,"Hi, Hi there, if order 88214 cannot get here this week I would rather be refunded. Regards.",ord_42920,free,2026-04-12T20:00:00+00:00,2026-04-14T08:00:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_00687,tracking_request:00,cust_0374,phone,"Hello, where is my order 40917 right now, whenever you get a chance. Please let me know.",ord_65927,standard,2026-04-26T08:36:00+00:00,2026-04-26T14:36:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00688,refund_request:09,cust_0647,phone,"Hi, Hello, I am returning the wireless keyboard, what happens with the payment. Thanks. Thanks.",ord_60293,standard,2026-04-07T01:16:00+00:00,2026-04-08T00:16:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_00689,refund_request:03,cust_0345,email,"Hello, Happy with teh service overall, just I no longer want my monthly plan and expect teh amount returned. Thanks.",ord_59229,standard,2026-04-07T07:59:00+00:00,2026-04-09T15:59:00+00:00,refund_request,positive,normal,refund_review,refund_review,synthetic_generator
evt_00690,general_question:11,cust_0567,email,"Good morning, Happy with the service overall, just do I need an account to buy my monthly plan. Appreciate it.",ord_58077,free,2026-05-03T19:21:00+00:00,2026-05-06T17:21:00+00:00,general_question,positive,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00691,general_question:06,cust_0282,phone,"do you ship the blue headphones internationally, whenever you get a chance. Please let me know.",ord_35752,free,2026-05-06T05:53:00+00:00,2026-05-07T22:53:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00692,tracking_request:13,cust_0546,phone,"Hello, looking for an update on where the standing desk has got to, and I am not happy about how long it has taken. Appreciate it.",ord_79259,free,2026-04-27T13:35:00+00:00,2026-04-30T03:35:00+00:00,tracking_request,negative,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00693,tracking_request:00,cust_0304,chat,"Hello, Quick question - where is my the kitchen scale right now. Appreciate it.",ord_97955,free,2026-04-11T08:11:00+00:00,2026-04-12T18:11:00+00:00,tracking_request,neutral,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00694,ambiguous:06,cust_0686,social,"Hey - Hello, I have given up waiting for the wireless keyboard, just close it out for me. Thanks. Thanks.",ord_39212,standard,2026-04-14T04:29:00+00:00,2026-04-16T13:29:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
evt_00695,tracking_request:07,cust_0607,social,Hey - is there a reference number I can use to watch the replacement charger. At this point I have run out of patience. Please let me know.,ord_10073,standard,2026-04-28T06:14:00+00:00,2026-05-01T05:14:00+00:00,tracking_request,negative,normal,send_tracking_update,send_tracking_update,synthetic_generator
evt_00696,complaint:13,cust_0034,email,"Hey - I have lost confidence in how you handle things like the standing desk, which is really not good enough. Regards.",ord_17815,standard,2026-04-19T15:14:00+00:00,2026-04-21T02:14:00+00:00,complaint,negative,normal,escalate,create_ticket,synthetic_generator
evt_00697,refund_request:03,cust_0069,phone,"Hi, I no longer want the wireless keyboard and expect the amount returned. No rush at all, you have been helpful. Appreciate it.",ord_92921,standard,2026-05-04T07:56:00+00:00,2026-05-05T07:56:00+00:00,refund_request,positive,normal,refund_review,refund_review,synthetic_generator
evt_00698,delivery_issue:00,cust_0343,social,"Good morning, my the annual subscription still has not turned up, which is really not good enough. Appreciate it.",ord_61483,standard,2026-04-16T17:41:00+00:00,2026-04-18T09:41:00+00:00,delivery_issue,negative,normal,offer_credit,apply_credit,synthetic_generator
evt_00699,general_question:09,cust_0522,email,can order 40917 be gift wrapped. Please advise. Please let me know.,ord_35917,free,2026-04-13T03:27:00+00:00,2026-04-14T14:27:00+00:00,general_question,neutral,normal,auto_resolve,knowledge_response,synthetic_generator
evt_00700,refund_request:05,cust_0456,email,"Good morning, Hi there, the order 88214 arrived damaged so I want compensation for it. Regards.",ord_27304,free,2026-04-17T23:34:00+00:00,2026-04-18T14:34:00+00:00,refund_request,neutral,normal,refund_review,refund_review,synthetic_generator
